
11.752,7.374,10.747
10.856,10.393,8.352
8.569,6.834,9.277
10.706,9.074,8.307
9.093,10.08,9.874
11.268,10.215,8.105
11.537,9.104,8.627
11.524,9.374,9.934
10.725,7.896,7.603
8.883,9.288,8.066
10.451,8.78,8.602
11.397,7.062,10.72
11.781,9.529,7.397
8.657,6.623,9.128
10.063,7.417,10.477
11.431,9.536,10.807
11.517,6.887,10.351
9.5,7.963,8.834
9.105,8.37,9.573
8.191,6.876,10.312
11.113,6.709,10.211
10.495,8.603,9.87
8.253,7.804,10.111
8.715,7.508,9.391
11.713,9.497,9.947
10.223,7.006,7.019
11.663,6.763,7.929
10.922,9.551,8.812
8.081,9.993,8.212
10.449,6.823,8.322
10.408,8.82,7.532
11.829,8.312,9.737
9.477,9.189,7.841
10.211,7.259,10.242
10.803,8.27,7.756
9.264,10.449,8.553
8.363,6.9,10.902
9.413,9.734,8.958
9.123,8.548,7.935
9.513,8.958,8.199
10.894,9.291,7.109
8.734,10.221,7.332
9.852,7.843,7.094
11.116,7.191,7.532
9.248,9.155,7.752
10.698,8.119,10.704
9.2,9.801,8.203
10.982,7.557,10.708
9.734,9.562,8.241
9.638,7.737,8.951
8.935,8.269,8.055
8.633,8.461,8.906
8.646,7.062,10.181
8.288,9.298,10.306
9.291,8.18,8.841
8.607,9.911,10.436
8.83,8.798,7.303
8.648,9.881,9.911
11.533,8.889,9.783
9.599,9.252,8.781
10.315,7.529,9.376
11.428,8.263,10.025
8.613,10.296,10.222
8.061,7.436,9.867
10.771,6.805,8.417
9.832,8.835,7.493
11.257,8.568,9.451
9.661,9.839,7.998
8.159,9.829,10.537
11.464,7.538,9.229
11.567,7.06,10.681
9.522,10.48,10.753
9.579,7.433,8.965
9.549,9.408,8.378
9.484,8.889,7.067
8.692,6.932,9.735
11.602,7.773,7.423
8.826,8.445,8.814
9.193,9.149,8.938
8.256,10.158,10.039
8.847,8.882,7.501
11.496,6.613,8.96
9.538,6.796,10.454
9.84,10.442,8.852
9.616,8.637,7.025
11.247,9.12,10.618
11.887,10.159,9.825
9.798,6.556,8.27
10.545,9.386,9.796
8.133,9.186,10.362
11.895,8.933,9.897
10.241,8.806,9.374
9.371,9.95,10.358
11.131,9.485,9.91
9.619,8.625,10.335
11.671,10.287,10.274
8.093,7.186,9.165
11.707,7.166,9.133
10.928,6.57,10.132
8.988,9.727,7.939
10.634,9.233,8.384
11.911,10.29,8.079
10.626,7.832,9.892
9.501,9.274,9.454
9.872,6.819,10.561
10.967,9.966,8.458
8.169,9.645,8.122
8.506,10.198,7.922
11.795,7.087,7.378
9.338,7.461,10.507
9.212,9.686,9.581
8.156,7.947,10.393
10.18,8.575,10.984
8.741,8.326,10.39
8.352,10.463,10.527
8.794,7.773,9.455
8.162,7.226,7.269
11.172,7.904,9.061
9.685,10.232,7.502
9.748,7.617,10.467
9.785,9.86,7.614
9.761,8.444,8.524
8.971,10.199,8.04
11.09,6.755,10.101
10.707,6.856,8.89
8.363,9.069,7.261
9.184,7.302,7.107
8.535,7.959,10.733
9.451,8.392,10.555
10.158,6.755,7.896
8.47,8.564,9.027
11.045,7.093,8.182
10.152,6.927,8.56
8.214,7.877,7.974
9.53,9.148,8.097
10.44,9.011,8.062
8.917,7.516,7.959
8.575,7.109,10.164
9.955,7.521,7.812
9.719,7.374,9.535
10.519,9.31,10.087
9.963,8.313,8.684
9.801,8.105,10.012
9.218,9.514,9.302
8.09,6.629,7.258
10.464,8.043,9.85
8.864,9.56,9.139
11.028,8.445,8.743
10.946,6.67,8.36
11.927,9.51,10.872
9.067,7.536,8.228
9.677,9.037,9.375
10.113,7.479,7.001
9.199,6.628,9.439
11.934,8.591,10.867
9.29,7.955,9.606
10.051,8.077,7.371
10.391,9.961,8.697
11.813,8.187,10.738
8.931,8.028,10.856
8.917,7.687,10.069
11.609,6.537,8.134
9.561,6.733,10.513
10.981,9.008,9.102
11.328,7.955,9.773
10.098,8.498,10.51
11.46,7.515,8.864
9.673,8.378,8.771
10.765,7.033,10.679
10.95,7.772,7.192
9.932,7.829,8.353
10.397,8.314,8.72
9.812,7.895,7.018
8.048,7.165,10.965
10.547,8.446,7.441
9.567,7.514,7.975
8.383,8.809,9.314
9.562,8.492,10.902
11.017,8.874,8.845
9.995,7.816,8.044
9.774,7.865,7.08
11.316,8.202,10.508
8.005,7.337,8.734
8.228,9.181,8.205
8.029,10.351,10.009
11.955,10.05,7.837
8.96,10.497,10.658
8.042,8.756,10.911
9.803,8.168,8.834
8.519,9.761,10.358
11.681,7.48,7.951
9.546,8.948,7.582
8.277,7.478,7.534
8.916,10.396,7.14
9.832,10.322,7.249
10.774,6.581,7.84
11.437,9.505,9.07
11.836,9.118,9.766
11.159,8.113,7.769
11.05,8.563,10.811
8.936,8.09,7.781
9.272,9.133,10.424
9.352,9.724,8.084
9.817,7.484,10.216
11.119,8.15,10.611
8.861,9.721,7.536
8.972,9.386,10.852
9.833,8.476,9.161
9.779,10.403,10.404
8.453,9.596,8.171
10.851,8.824,7.818
8.203,7.148,10.379
11.627,10.35,9.365
11.113,9.032,8.467
11.647,7.382,9.193
10.662,10.197,9.591
8.559,8.018,7.674
9.006,7.236,8.568
11.593,7.805,10.829
8.841,10.421,7.958
10.979,7.493,8.743
11.699,7.687,8.73
11.769,9.772,8.102
10.582,9.608,8.706
11.309,8.559,10.209
11.862,9.264,8.499
9.035,8.1,10.792
11.671,8.784,10.917
9.839,7.386,9.563
10.905,7.955,9.867
10.106,9.689,9.56
9.659,9.842,8.57
10.462,10.379,10.285
9.56,7.52,7.196
9.947,7.12,10.685
8.065,10.297,9.88
8.041,7.881,8.457
10.234,9.442,8.962
9.892,8.548,7.957
8.758,7.534,7.774
11.881,9.188,9.852
8.43,8.972,7.08
11.723,9.386,7.375
8.744,8.037,9.281
11.375,8.783,8.294
8.153,8.983,9.503
10.664,9.332,7.906
11.894,8.5,7.73
9.347,6.687,7.818
9.937,7.507,9.506
9.399,8.109,7.477
11.88,9.176,8.123
11.636,6.735,7.299
10.682,10.087,10.996
10.998,8.734,9.406
8.118,7.347,7.494
11.256,7.357,9.171
9.873,7.138,9.062
8.896,6.624,10.318
11.057,8.305,9.779
9.155,9.776,9.499
9.412,7.08,7.483
8.472,8.289,7.943
10.479,7.358,8.67
8.872,9.199,9.671
10.866,10.081,9.568
10.827,6.944,9.69
8.974,10.411,8.88
10.083,8.063,8.392
9.535,9.831,9.274
8.118,9.897,10.27
8.808,7.62,7.505
11.659,8.711,9.922
11.705,8.208,10.317
9.203,9.103,9.747
11.259,8.064,7.354
10.655,7.532,9.815
8.502,9.75,9.94
9.688,8.655,10.069
8.491,7.471,9.721
10.577,10.054,10.808
8.47,8.951,9.774
11.595,10.388,10.137
10.515,6.573,8.667
9.046,9.799,9.056
11.111,10.416,8.045
8.887,6.993,10.002
9.221,8.969,9.464
8.818,10.146,10.946
8.399,8.197,8.838
11.878,8.826,9.674
8.833,9.99,9.897
8.396,8.577,8.692
10.207,7.303,7.707
10.602,10.007,9.408
10.783,7.67,9.679
8.196,7.157,10.251
9.668,6.825,7.423
11.832,6.878,7.745
11.334,9.048,8.767
9.525,8.288,7.842
8.471,8.814,10.812
9.18,9.938,9.688
8.167,8.075,10.292
8.579,10.487,7.401
10.166,9.035,10.077
9.644,6.854,7.791
8.976,7.948,10.608
8.996,8.944,10.237
9.092,9.94,10.69
8.729,6.714,7.475
9.047,8.147,7.951
8.101,6.779,8.679
10.539,7.723,7.706
9.3,8.252,7.649
10.515,8.66,9.561
11.708,7.505,8.535
10.243,7.703,10.519
8.142,7.18,9.072
9.101,8.003,10.615
9.187,6.923,8.239
11.201,8.56,7.783
8.591,7.63,8.834
8.945,9.456,9.625
9.819,8.817,7.056
9.662,6.544,7.584
11.829,9.217,10.166
9.733,8.455,10.452
8.112,9.721,7.306
11.276,6.534,9.196
10.986,7.337,7.115
10.606,7.782,10.987
11.354,7.431,9.191
10.882,7.309,8.518
8.878,7.054,10.858
10.844,8.836,7.752
9.143,8.5,7.957
11.5,8.816,8.182
9.553,8.108,7.853
8.295,7.412,7.179
8.385,9.946,9.569
9.433,9.438,7.014
9.493,9.885,10.333
8.277,9.892,10.066
11.204,8.687,8.895
9.239,9.109,7.237
8.103,8.498,10.51
8.865,9.927,7.246
8.203,6.98,8.695
11.304,9.537,9.332
9.361,9.361,9.763
8.188,7.601,8.353
9.304,6.909,7.234
10.82,9.363,8.419
9.068,8.871,8.712
11.222,9.584,10.408
9.853,9.237,7.052
9.444,10.419,7.939
11.604,7.937,9.075
8.893,8.03,7.741
8.477,9.635,9.531
11.051,7.943,10.503
11.011,9.883,10.595
10.111,9.518,8.117
10.616,9.078,8.837
10.815,9.876,9.664
10.993,9.422,8.054
11.312,10.48,9.972
11.203,9.475,9.235
9.96,9.635,7.337
8.51,7.534,9.853
8.603,8.165,10.886
10.073,6.957,7.05
9.654,9.187,9.41
10.319,9.546,9.201
11.106,7.368,9.774
9.741,7.455,7.106
9.504,8.266,9.228
8.409,8.472,8.06
9.771,7.001,7.792
9.363,8.388,9.527
8.16,8.066,7.554
8.238,6.919,9.922
11.778,8.68,8.076
10.111,8.532,10.331
9.785,9.841,8.327
10.225,9.867,8.797
9.049,10.256,10.444
11.929,9.655,8.258
9.422,6.667,10.964
11.694,7.551,7.316
11.062,8.031,7.992
10.488,6.906,7.234
9.981,8.69,8.172
11.502,9.536,7.859
11.218,6.653,8.948
11.449,7.309,8.763
8.167,6.854,9.497
9.667,10.308,10.671
11.85,9.385,8.873
9.754,9.151,9.789
11.036,8.261,10.765
11.42,7.561,10.391
10.334,8.446,9.275
8.703,9.174,9.655
8.977,8.108,10.893
9.242,7.281,7.307
10.26,8.846,7.073
9.072,8.275,10.542
10.919,10.422,7.526
9.43,8.594,7.651
10.884,9.524,7.338
9.524,10.315,7.768
8.012,9.351,10.717
11.269,7.146,10.011
11.351,8.203,10.681
11.72,9.948,10.942
11.8,6.809,9.272
10.083,8.201,8.562
9.491,9.647,7.912
10.384,7.455,10.993
9.64,10.034,9.793
9.94,8.685,9.64
8.602,8.371,9.815
9.366,7.843,9.888
11.57,8.441,9.915
8.563,9.838,8.739
10.693,7.106,8.405
10.653,6.798,10.532
10.915,7.892,9.898
9.53,9.587,7.747
8.763,10.449,9.926
9.552,6.774,10.969
9.177,6.919,8.44
10.793,9.279,8.368
10.264,9.309,7.559
9.766,7.84,10.294
10.759,9.382,9.383
8.023,9.326,9.969
10.601,8.628,7.476
9.719,7.814,10.571
10.889,9.456,10.863
8.546,9.551,8.632
10.939,7.716,9.765
11.614,9.441,8.32
11.435,8.259,8.248
8.775,10.325,9.602
9.531,7.168,9.467
9.498,9.378,7.415
11.716,8.986,7.241
9.355,10.451,8.488
9.6,9.919,9.949
8.009,10.048,10.874
8.408,7.997,8.948
11.248,9.043,9.475
9.988,9.138,8.677
11.473,9.063,7.743
11.483,6.906,8.996
10.55,7.73,9.338
11.619,10.293,9.267
10.906,7.772,9.317
10.127,6.957,9.445
10.538,8.79,8.129
9.983,7.752,7.706
9.585,8.071,10.03
8.148,6.766,9.643
10.69,10.199,8.668
9.953,9.93,8.168
10.393,7.074,7.921
10.569,6.917,9.42
11.0,9.801,9.713
10.696,9.98,7.569
11.729,9.358,7.696
10.897,10.054,7.216
10.114,7.067,10.252
11.443,8.217,7.409
8.382,9.125,10.643
11.282,6.756,9.511
8.666,10.401,8.151
10.94,8.414,7.052
10.494,6.756,9.317
9.543,9.806,8.067
10.684,7.74,8.813
11.252,9.615,8.939
9.245,8.025,7.5
8.887,8.94,7.849
9.699,8.339,9.47
9.083,9.527,9.128
10.903,6.563,10.335
11.114,7.743,7.571
11.537,7.255,10.789
11.235,8.826,7.262
8.978,8.218,10.984
11.874,7.964,8.439
11.537,9.609,9.804
8.269,10.452,8.302
11.014,7.849,10.277
11.556,10.094,7.839
11.565,9.839,10.531
10.493,8.315,8.647
8.498,10.015,10.273
9.253,9.987,10.188
11.331,9.254,10.477
10.808,9.975,10.409
11.862,7.866,8.034
11.138,6.635,7.315
9.559,7.122,8.163
11.264,9.106,9.78
11.518,8.598,9.186
10.671,6.529,7.209
8.974,7.794,8.786
10.379,9.486,10.465
11.699,9.501,8.077
11.445,7.606,8.27
11.513,7.947,7.758
9.8,6.783,7.202
11.467,9.779,8.358
8.895,8.137,9.366
11.182,8.405,8.272
8.596,9.979,7.098
9.36,9.221,8.057
10.681,7.079,8.072
10.582,9.565,8.267
9.545,7.37,9.495
11.658,10.218,10.457
11.329,9.593,9.88
11.448,8.604,10.398
11.269,6.806,10.8
8.06,9.285,10.375
9.689,7.037,10.791
8.225,9.828,10.156
9.136,9.143,9.639
10.03,9.97,8.589
8.704,8.098,9.002
9.824,9.028,8.308
11.757,8.45,10.263
9.424,10.29,8.872
10.864,9.913,7.468
9.862,7.982,10.609
10.398,9.513,7.411
11.818,6.672,9.837
8.325,9.559,10.765
8.901,7.758,9.423
8.762,9.865,10.225
8.592,9.507,7.364
10.781,9.725,9.266
10.451,9.315,7.909
11.327,9.346,8.043
11.836,8.033,9.26
10.112,6.692,7.211
8.304,8.468,7.702
8.044,10.055,8.648
10.072,8.33,8.705
10.753,8.65,8.67
9.971,7.26,8.294
11.462,8.567,9.731
11.792,6.87,8.595
9.803,8.344,7.009
11.268,8.485,10.828
11.669,7.942,7.093
8.876,8.531,8.827
8.296,10.315,7.686
10.158,10.155,9.393
8.626,8.475,10.233
10.526,8.647,9.896
11.395,10.368,10.227
10.443,9.349,7.513
9.858,9.451,7.279
11.574,7.71,7.617
8.276,7.083,10.827
11.565,9.951,10.867
10.324,9.296,8.398
9.381,6.71,10.703
8.278,6.787,10.366
9.44,7.921,10.964
9.722,9.162,8.037
11.403,7.233,9.334
8.717,8.127,10.713
9.125,10.226,7.236
11.4,7.203,10.102
9.991,7.856,10.009
10.477,9.516,8.187
9.962,7.093,9.319
10.349,8.925,7.41
9.817,6.97,7.763
10.573,9.304,8.748
8.039,9.697,10.964
9.579,8.543,10.901
9.401,8.418,10.289
11.743,7.608,10.049
8.895,7.882,9.676
8.306,6.861,10.142
8.008,7.966,9.223
10.238,9.172,10.833
10.837,8.447,7.751
10.561,9.5,9.997
11.144,10.204,8.671
8.191,7.964,10.748
11.201,9.232,8.542
10.613,7.32,10.113
10.598,8.874,10.11
10.966,9.567,8.026
9.224,6.788,9.937
11.95,7.936,7.004
8.935,6.509,8.912
10.99,8.396,10.902
10.874,8.382,9.475
10.262,9.88,8.873
8.547,7.593,9.569
10.001,8.583,9.648
